Code,Name,Population,Households,Area,Male,Female,Black,Coloured,Indian or Asian,White,Other race,Afrikaans,English,IsiNdebele,IsiXhosa,IsiZulu,Sepedi,Sesotho,Setswana,Sign language,SiSwati,Tshivenda,Xitsonga,Other language,Language not applicable
873002,Blyde River Canyon Nature Reserve,58,22,153.2369624217,43,15,31,0,2,11,14,0,0,0,0,2,2,1,0,0,13,0,4,0,36
873003,Matibidi,6476,1864,9.1072139903,2892,3584,6451,6,7,6,7,13,25,10,2,54,6207,51,28,15,13,11,8,20,18
873004,Thaba Chweu NU,17527,6390,5040.7835417338,9794,7733,15331,27,27,1836,307,1348,512,1084,26,895,5930,1244,75,28,3220,93,2146,572,354
873005,Moremela,5112,1395,7.3387445053,2317,2794,5054,38,6,6,7,59,125,31,19,104,4532,102,37,3,61,7,25,7,0
873006,Pilgrim's Rest,1721,630,25.4027198188,887,835,1607,26,0,83,5,67,54,6,1,76,868,264,12,29,232,8,102,2,0
873007,Graskop,3996,1340,35.0095764064,2052,1944,2448,519,34,915,81,1047,388,30,16,82,785,529,21,7,347,7,237,67,433
873008,Simile,6932,3391,0.9345510661,3631,3301,6868,21,13,16,13,69,185,21,12,328,710,1322,120,15,3141,26,816,167,0
873009,Sabie,9148,3348,55.0333005291,4635,4513,5559,734,50,2752,52,2740,853,25,19,279,499,1190,32,29,1967,58,450,72,935
873010,Vertroosting,0,0,0.2389171815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873011,Lydenburg,863,260,38.1584474833,418,445,783,2,1,77,0,71,17,19,17,112,371,28,5,1,188,8,22,4,0
873012,Mashishing,40714,12859,125.5711886123,20939,19775,30420,1193,451,8522,129,9031,1852,957,400,4963,10300,1960,459,101,7190,157,1327,610,1406
873013,Sterkspruit,373,213,124.0638392948,217,156,320,1,0,52,0,43,12,4,2,37,122,20,14,1,71,1,34,6,6
873014,Lisbon,67,46,22.555808988,53,14,61,0,0,6,0,5,2,2,0,11,11,9,2,0,20,1,4,0,0
873015,Bosoord,1130,299,0.6022704705,538,592,1120,7,0,3,0,1,7,33,7,294,253,58,18,5,449,0,3,1,0
873016,Brooklands,94,68,69.8735438329,72,22,83,0,1,10,0,10,0,0,0,9,4,18,5,1,24,8,14,1,0
873017,Buffelskloof,10,8,7.2591486085,5,5,6,0,0,4,0,0,4,0,0,2,2,0,0,0,2,0,0,0,0
874001,Sandfort,783,210,1.4321069506,383,400,781,2,0,0,0,2,0,0,0,275,10,167,0,9,258,0,60,1,0
874002,Mahukule A,224,65,0.613722427,100,124,224,0,0,0,0,0,0,0,0,10,9,38,0,6,98,0,59,4,0
874003,Mbombela NU,26658,10640,2755.7132624991,14995,11663,18602,341,93,7565,57,5777,2420,68,42,469,394,984,108,36,8676,145,4607,814,2118
874004,Villa Sabie,26,21,0.5018220437,14,12,25,0,0,0,2,0,0,0,0,0,0,5,0,0,8,2,9,2,0
874005,Tshabalala,15022,4312,9.3857940665,7144,7878,14962,37,2,7,14,26,83,13,17,193,149,509,64,16,12511,40,1333,68,0
874006,Hazyview,4236,1191,22.6856652982,2184,2051,2022,38,312,1827,37,1368,680,4,18,94,194,198,30,3,401,46,798,226,175
874007,Nkambeni,7801,1981,6.9422441578,3802,3999,7742,46,3,4,5,16,33,2,7,47,24,131,28,3,7321,13,141,33,0
874008,Mahushu,16947,4423,11.449481651,8089,8857,16868,47,16,9,8,18,94,8,17,123,82,306,15,17,15687,19,431,44,86
874009,Numbi,7696,1932,4.5704026968,3600,4096,7653,12,1,8,22,20,26,8,19,43,22,172,3,1,7212,8,138,23,0
874010,Bhekiswayo,4632,1063,2.3356146712,2199,2432,4581,31,0,0,20,13,34,6,0,86,5,155,25,7,4059,0,225,17,0
874011,Salubindza,4698,1102,3.8367466081,2186,2512,4686,11,0,1,0,6,16,0,1,10,2,21,0,1,4592,2,37,8,0
874012,Nyongane,5437,1361,5.931118578,2559,2877,5431,2,1,2,0,5,19,7,6,28,39,86,11,17,4931,10,272,7,0
874013,Mthimba,7668,2157,3.8903653223,3543,4126,7600,45,8,6,10,13,27,9,1,70,56,123,10,6,7204,11,90,21,27
874014,Phola,16533,4387,8.2194893535,7836,8697,16422,66,23,12,9,32,91,19,9,93,70,475,14,9,15371,28,255,65,0
874015,Swalala,7954,1957,4.1863409536,3911,4042,7875,32,11,4,32,10,39,11,5,42,49,169,2,2,7316,8,75,200,27
874016,Manzini,7992,2097,3.7178279336,3799,4193,7924,52,12,1,3,33,49,38,5,85,28,145,2,3,7284,9,128,182,0
874017,Mgcobaneni,3264,819,4.040806476,1547,1717,3255,5,1,1,2,8,7,0,0,9,8,9,24,3,3156,10,27,2,0
874018,Jerusalem,8813,2396,12.5287360432,4249,4564,8739,65,3,3,2,19,186,4,2,82,20,125,2,7,8221,9,121,15,0
874019,Lundi,4514,1176,3.1905651007,2177,2336,4454,48,10,1,1,17,41,10,1,30,8,30,3,6,4305,2,49,11,0
874020,Legogote,6207,1547,4.7933123847,2989,3218,6158,31,8,10,0,5,113,5,1,51,20,113,5,9,5698,8,64,4,113
874021,Phameni,1978,500,3.3538087765,944,1034,1972,1,2,2,0,6,14,0,0,2,3,1,0,0,1925,6,18,2,0
874022,Kruger National Park,2349,1006,1995.2952292291,1285,1064,1689,75,21,559,5,154,124,0,19,61,31,85,21,5,211,42,1031,4,560
874023,Makoko,3026,837,4.5090016837,1410,1616,3003,2,3,0,18,3,19,7,2,12,2,8,3,7,2908,14,37,2,0
874024,Ga-Tshwene,3354,823,8.149697663,1639,1715,3343,8,0,1,2,4,22,3,0,23,5,13,1,0,3261,0,19,4,0
874025,Nsikazi,768,217,1.1928103374,366,402,768,0,0,0,0,1,4,0,0,0,1,13,0,0,720,0,29,0,0
874026,Malekutu,7538,1863,8.0324976554,3586,3952,7482,49,5,2,0,22,27,2,14,61,5,34,15,2,7200,39,96,22,0
874027,Khumbula,6717,2013,4.6971766699,3275,3442,6685,17,12,1,2,25,60,8,5,90,14,51,0,0,6248,27,166,24,0
874028,Gutshwa,14643,3923,11.0241224361,6986,7657,14532,85,13,6,8,25,99,6,10,153,42,121,2,12,13759,33,327,53,0
874029,Gutshwakop,7318,1850,3.3484720319,3437,3882,7284,23,6,5,1,31,79,6,13,96,29,122,5,3,6723,17,146,48,0
874030,Nkohlakalo,4534,1165,1.4141500671,2200,2334,4489,13,5,2,26,7,97,3,6,41,59,68,7,2,4083,7,109,45,0
874031,Kabokweni,21905,6614,8.2390608802,10555,11350,21525,234,39,18,89,72,796,87,86,625,177,485,83,10,17418,93,717,550,706
874032,Phathwa,5084,1386,4.2309494749,2474,2610,4984,63,10,23,3,32,71,18,3,59,10,75,1,0,4550,19,149,97,0
874033,White River,16639,4822,60.549240041,8153,8486,5408,715,417,10025,74,6685,4553,98,49,374,225,260,91,38,2550,76,476,379,783
874034,Forsicht,209,48,2.9386035158,103,106,11,0,0,192,5,39,160,0,0,1,0,0,0,0,8,0,0,0,0
874035,Buyelani,236,86,0.3391657103,125,112,236,0,0,0,0,0,2,0,0,2,0,1,0,0,207,5,18,0,0
874036,Mahukube,424,122,0.6362874759,212,213,424,0,0,0,0,0,1,0,0,1,0,13,0,0,397,0,11,0,0
874037,Backdoor,2997,804,1.8168164431,1506,1491,2975,12,2,7,0,6,25,3,5,46,29,31,39,2,2600,5,171,37,0
874038,Dwaleni,6087,1719,3.6830122882,2994,3093,6033,23,3,23,5,30,48,11,10,69,33,48,6,0,5445,20,320,47,0
874039,Primkop,0,0,3.4862635669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874040,Siphelanyane,942,247,2.0226592012,466,476,942,0,0,0,0,0,0,0,0,10,2,10,0,0,895,0,22,3,0
874041,Msholozi,4525,1816,4.1102307676,2424,2102,4385,17,3,86,34,73,136,13,18,100,147,254,11,1,2774,24,801,111,63
874042,Ngodini,13366,3441,7.1963525791,6479,6886,13281,54,15,10,6,18,123,15,23,189,44,135,7,8,12220,29,242,127,186
874043,Hlauhlau,9590,2363,6.4085954385,4541,5049,9539,25,7,1,17,7,28,4,4,44,8,51,5,4,9129,14,223,68,0
874044,Mhwayi,8714,2221,3.4866381525,4176,4538,8629,42,15,8,21,43,243,2,7,33,13,48,3,0,8084,23,141,74,0
874045,Zwelisha,12636,2968,4.579836651,6073,6563,12594,25,5,5,7,26,56,10,4,74,24,59,18,6,11593,34,657,73,0
874046,Phakane,3086,826,1.3994356572,1464,1622,3070,12,4,0,0,16,12,1,1,9,7,16,0,0,2971,4,39,9,0
874047,Newscom,8812,2249,4.0093524596,4306,4506,8773,23,9,0,7,26,97,3,5,54,22,59,6,6,8328,21,154,31,0
874048,Broedersvrede,1000,262,0.6287224624,479,522,996,3,1,0,0,4,6,1,1,5,0,17,0,0,911,2,40,14,0
874049,Sherwood,1534,410,0.8872867491,755,779,1528,1,2,0,2,3,160,1,1,7,1,13,0,0,1272,15,55,6,0
874050,Verdoux,1070,273,0.88372046,522,548,1032,20,0,7,11,12,34,5,1,4,13,14,0,0,934,2,42,9,0
874051,Nyamazaneni,14568,3883,5.2173989663,7099,7469,14451,48,16,38,15,51,185,7,8,155,28,103,25,81,13362,24,331,209,0
874052,Aldie,7517,1916,5.9320010059,3656,3861,7477,26,11,2,1,8,20,8,3,70,18,47,2,2,7003,8,258,68,0
874053,Pienaar,12334,3045,3.3701977065,5907,6427,12287,26,6,8,7,38,63,5,2,77,11,38,15,0,11717,35,278,54,0
874054,Msogwaba,17549,4540,8.395521879,8417,9132,17447,64,11,13,13,79,114,12,32,98,28,43,12,9,16636,54,355,77,0
874055,Emoyeni,152,40,0.3608397157,79,73,140,10,0,2,1,0,9,0,0,9,5,0,4,0,83,8,5,0,30
874056,Boschrand Heights,0,0,4.5736740535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874057,Drum Rock,228,73,2.4720611999,126,102,50,3,0,174,2,117,65,0,1,9,1,4,0,0,13,0,16,1,0
874058,Luphisi,2911,747,3.6792694485,1389,1522,2903,3,2,0,3,6,21,1,0,3,2,22,6,2,2679,7,160,2,0
874059,Daantjie,39998,9243,16.9346396877,19246,20752,39819,103,41,11,24,124,266,31,31,345,23,100,18,35,37483,57,1360,124,1
874060,Kanyamazane,34593,10086,10.8128147376,16535,18058,34222,167,20,146,38,191,853,98,85,1001,282,541,84,23,29889,103,1033,351,60
874061,Tekwane Estate,5027,1581,2.0739427525,2465,2562,4990,29,8,0,0,19,38,14,2,64,54,48,9,5,4499,9,221,45,0
874062,Entokozweni,1342,429,0.6505411895,598,745,1329,8,0,0,5,7,13,0,8,58,7,27,1,0,1168,4,30,19,0
874063,Tekwane,8526,2861,7.3097455113,3866,4660,8402,86,8,2,28,30,365,26,13,205,70,149,12,14,7333,25,175,60,49
874064,Karino,559,226,7.4275620107,267,292,518,9,15,18,0,19,42,7,28,35,32,18,15,0,286,13,53,11,0
874065,Mbombela,58672,15633,72.6312505469,28327,30344,24111,2378,2903,28923,357,22786,12538,289,449,1743,993,1058,523,102,11334,391,2625,1216,2625
874066,Renosterkop,288,118,7.5383274307,152,135,113,2,0,173,0,71,108,6,0,0,2,2,0,2,50,0,44,3,0
874067,Mpakeni,1394,359,1.7791880762,694,700,1391,0,0,2,2,0,12,0,1,0,1,6,0,1,1363,0,7,4,0
874068,Elandshoek,1177,406,2.4901222364,600,577,1156,2,3,13,3,20,16,3,10,26,20,44,6,1,899,36,52,43,0
874069,Starvation Creek Nature Reserve,0,0,3.6777676015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874070,Berlin State Forest,362,119,161.2597206308,182,179,214,0,0,148,0,102,49,2,0,11,2,26,1,4,131,6,25,1,2
874071,Matsulu,47306,12100,17.9835869941,22593,24712,47057,115,34,55,44,105,837,36,64,509,200,128,38,44,43882,88,1173,202,0
874072,Makawusi,2625,848,3.1410165015,1285,1339,2617,3,2,0,2,3,10,2,2,41,12,5,2,2,2438,0,94,12,0
874073,Ngodwana,3483,1811,12.2034031377,2026,1457,2097,59,41,1280,7,1111,334,6,10,185,138,118,18,0,1211,19,271,37,24
875001,Bonanza Gold Mine,1608,497,2.1847838373,791,818,1602,7,0,0,0,6,41,0,1,15,2,5,0,1,1458,3,61,16,0
875002,Umjindi NU,15925,5091,1693.3467094829,8942,6984,14354,71,30,1464,6,1083,597,11,45,202,98,211,35,18,11535,47,906,116,1020
875003,Glenthorpe,667,325,0.9777035262,407,260,648,0,0,20,0,18,4,0,1,13,18,35,0,2,517,2,51,6,0
875004,Staatsgrond,297,78,6.291373126,150,147,297,0,0,0,0,0,0,0,0,0,0,0,0,0,294,1,1,0,0
875005,Verulum,3420,1116,1.3992668249,1713,1707,3391,3,1,25,0,33,23,0,1,33,4,7,5,2,3190,24,74,20,3
875006,Barberton,11997,2561,37.73945425,6870,5127,5308,1023,591,5024,51,4456,2107,13,37,208,84,55,65,33,1930,55,142,115,2698
875007,Emjindini,33241,9895,6.3179248864,16268,16974,32846,236,67,21,71,108,837,37,83,476,134,201,109,33,29900,99,816,401,6
876001,Kruger National Park,418,33,1546.4354963667,232,186,186,19,3,173,37,3,1,0,0,1,1,6,3,0,18,0,51,0,334
876002,Marloth Park,1000,369,17.5013582487,499,501,308,5,8,675,5,462,205,4,5,10,4,2,2,0,219,2,28,18,40
876003,Nkomazi NU,22427,9333,2892.2830608416,13280,9146,21192,56,36,1061,82,801,337,23,49,187,77,75,64,23,10991,100,7788,1410,501
876004,Komatipoort,4683,1725,11.7148090681,2585,2098,2857,54,131,1612,29,1373,337,6,8,37,17,25,12,4,1235,22,1266,116,224
876005,Lebombo,174,3,0.2821042289,94,80,172,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,171
876006,Emjejane,3096,1176,10.2643535736,1671,1425,2413,26,12,643,3,575,126,3,8,40,23,12,4,0,1702,9,527,66,1
876007,Riverside,546,215,7.5959578443,268,277,426,0,0,120,0,69,54,2,2,3,2,4,0,0,310,0,97,2,0
876008,M'hati,472,145,5.7918204738,299,173,145,1,39,286,1,266,85,0,0,8,0,9,0,0,71,1,6,0,27
876009,Malalane,3486,863,2.9446171411,1771,1715,1508,89,372,1507,11,1325,575,9,11,55,27,26,18,11,824,1,110,221,272
876010,Kaapmuiden,270,120,0.179227219,125,145,267,2,0,2,0,2,0,0,0,2,0,0,0,0,239,1,1,25,0
876011,Vlakbult,7736,1843,7.987993365,3663,4073,7694,21,18,2,1,10,15,0,2,28,8,2,1,12,7188,11,426,31,0
876012,Kamhlushwa,21832,5873,9.4466886479,10150,11682,21601,70,112,16,33,75,298,11,15,205,36,26,47,29,19855,71,938,226,0
876013,Sidlamafa,4316,1361,1.5047333175,2057,2259,4297,6,9,4,0,20,45,9,10,49,12,15,6,0,3865,19,186,37,42
876014,Phiva,4832,1110,4.6094937825,2192,2640,4824,3,3,1,0,9,35,0,5,15,1,2,26,1,4585,3,143,6,0
876015,Ka-Sibhejane,14353,2807,12.7648417729,6551,7802,14311,8,12,19,3,28,54,5,7,73,8,1,6,2,13190,16,945,19,0
876016,Sibayeni,24134,5478,10.4183515107,11504,12630,23987,54,45,8,39,62,256,16,20,92,29,30,15,7,21483,44,1866,214,0
876017,Kamaqhekeza,21192,5200,8.8276983279,9734,11458,21066,54,34,13,26,24,244,13,23,197,10,26,59,24,19208,64,1207,93,1
876018,Ngwenyeni B,3542,835,3.07871626,1611,1931,3538,0,2,0,2,1,4,4,2,10,0,3,0,8,3376,5,125,3,0
876019,Mhlambanyatsi,9219,2063,5.240972365,4376,4843,9162,42,10,3,2,25,62,2,9,62,5,8,1,7,8918,6,71,44,0
876020,KaMatsamo,23257,5381,12.906753853,10800,12456,23084,43,80,22,27,49,256,10,13,177,14,40,16,17,22009,36,405,172,43
876021,Embhojeni,12589,2734,7.4601412136,5833,6756,12553,25,9,2,0,17,115,10,1,117,7,5,5,17,12150,29,85,32,0
876022,Albertsnek,2490,533,1.8200799281,1131,1359,2467,7,2,0,14,0,7,0,2,6,0,1,1,10,2425,1,31,6,0
876023,Shiyalongubo,280,69,4.0335217736,153,127,280,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,3,0,0
876024,Louieville,1364,389,9.4562237726,707,657,1359,6,0,0,0,8,3,0,1,7,7,1,0,0,1283,7,43,4,0
876025,Lilydale,306,90,4.4601554579,171,135,306,0,0,0,0,0,1,0,5,1,0,0,0,0,293,0,4,1,0
876026,Sincobile,470,144,1.7762803906,235,236,470,0,0,0,0,4,5,0,0,0,0,0,0,1,455,2,3,0,0
876027,Tonga B,17333,4296,7.4724460614,8078,9255,17298,3,24,3,5,8,26,7,10,42,4,8,12,8,14088,22,3039,58,0
876028,KwaZibukwane,5293,1081,2.1334084511,2479,2814,5269,6,13,2,3,9,10,2,0,37,13,24,1,1,4903,20,262,10,0
876029,Tonga A,8676,2588,5.682728812,3914,4762,8574,35,43,18,6,11,127,16,21,79,32,26,16,2,7581,18,320,110,316
876030,Mzinti,11412,2964,9.3198365693,5211,6201,11348,40,16,3,5,15,115,3,5,75,8,10,7,7,10950,21,173,21,4
876031,Emtfuntini,11323,2657,9.1121340052,5194,6128,11288,1,17,14,1,23,54,2,4,30,2,6,8,0,10970,18,180,24,2
876032,Driekoppies,18498,4017,8.8488491603,8776,9722,18378,31,72,4,12,38,100,4,28,101,19,18,12,15,17694,13,343,113,0
876033,Middelplaas,4365,1025,2.4351915498,2088,2276,4345,7,9,3,0,2,19,3,2,23,1,3,0,0,4230,6,58,17,0
876034,Matsamo,2289,679,1.5401101706,1013,1277,2287,0,2,0,0,0,6,0,4,10,1,5,0,0,2231,1,23,8,0
876035,Ntunda,3425,751,4.5198217609,1623,1801,3417,3,0,5,0,11,10,1,0,29,4,0,0,1,3313,4,50,1,0
876036,Ngwenyeni A,10441,2186,11.0937259925,4747,5694,10410,1,8,2,19,35,315,1,2,51,8,5,2,11,9294,19,671,26,0
876037,Boschfontein,7811,1617,6.0871541791,3677,4134,7786,4,18,2,0,10,31,3,0,30,1,3,1,3,7594,10,89,34,0
876038,Skoonplaas,2757,537,2.2751982728,1260,1497,2743,4,10,0,0,1,7,0,0,17,0,0,0,0,2710,0,21,1,0
876039,Mangweni,22948,5459,16.1593082722,10582,12367,22885,24,14,11,14,1,72,13,15,146,22,16,41,21,20301,35,2170,42,54
876040,Hlengesha,3966,873,4.7827658187,1914,2053,3943,0,6,14,3,24,27,2,1,9,1,1,0,3,3869,8,11,9,0
876041,Sikhwahlane,2316,493,3.9699195555,1080,1236,2310,0,6,0,0,0,2,0,0,7,0,1,1,0,2267,4,25,8,0
876042,Madaneni,4992,1147,5.4127217208,2199,2792,4977,1,10,2,1,2,22,1,5,8,2,2,1,6,4707,8,216,11,0
876043,Magogeni,7396,1518,8.3188917417,3495,3901,7380,6,6,4,0,14,27,5,3,13,1,2,2,0,7238,8,52,30,0
876044,Hoyi,855,206,2.2712210995,389,466,852,0,2,1,0,4,0,1,1,2,1,0,0,10,826,1,7,1,0
876045,Mbangwane,2441,477,3.4355574271,1108,1333,2433,1,6,1,0,2,15,3,0,7,0,1,0,1,2387,0,13,11,0
876046,KwaMandulu,8688,1933,4.4185198844,4005,4683,8612,0,12,13,51,3,43,1,2,40,6,5,1,0,7171,17,1379,19,0
876047,KwaSipunu,2145,461,2.7866673333,937,1208,2135,3,6,0,0,1,1,1,1,10,0,0,2,3,2062,2,52,8,0
876048,Goba,1666,348,1.5531551163,733,933,1664,0,2,0,0,0,2,0,0,5,0,1,0,0,1611,2,43,2,0
876049,Sibange,3332,779,5.35988307,1502,1830,3314,8,6,4,0,2,25,0,1,7,7,0,0,0,3205,10,70,5,0
876050,Mgobode,10113,2117,12.0767858875,4611,5502,10079,19,5,6,5,9,48,1,7,30,7,9,1,0,9716,16,264,5,0
876051,Magudu,4002,840,5.1883940301,1816,2186,3987,9,4,2,1,10,9,1,8,19,1,2,6,0,3825,11,104,6,0
876052,Masibekela,10725,2303,11.6219168927,4901,5824,10696,7,16,4,1,7,48,2,3,71,9,8,3,7,10107,7,422,30,0
876053,Nsizwane,1414,267,1.7119798329,635,779,1407,0,6,1,0,0,0,3,3,1,0,0,0,0,1375,2,25,3,0
876054,Mbuzini,9988,1886,18.7925796567,4538,5450,9865,83,30,5,6,16,44,3,8,10,6,0,4,6,9801,4,42,45,0
876055,Thambokhulu,1494,327,1.9542597631,668,826,1490,2,2,0,0,2,26,2,0,13,0,1,2,0,1435,0,7,6,0
876056,Mananga,2440,477,2.9763441024,1202,1238,2429,0,6,6,0,7,9,0,0,7,0,0,0,0,2391,1,21,4,0
877001,Umbabat Nature Reserve,204,12,205.5654591608,118,86,167,2,0,35,0,11,20,1,1,4,3,13,1,1,1,0,135,3,10
877002,Klaserie Private Nature Reserve,314,19,571.7060952899,185,129,280,0,0,34,0,11,24,0,0,5,1,35,0,0,1,1,232,2,2
877003,Timbavati,349,20,504.6074536944,183,166,291,4,0,51,3,9,44,1,0,3,5,14,4,0,8,1,213,5,42
877004,Thornybush Game Reserve,282,14,137.3804796467,162,120,223,0,2,57,0,12,36,0,0,2,4,17,3,0,5,1,184,1,17
877005,Kruger National Park,385,255,5603.015256445,236,149,345,1,0,38,1,13,37,3,0,11,7,12,1,0,24,29,247,1,0
877006,Manyeleti Game reserve,114,94,230.3283736558,68,46,96,0,0,18,0,6,26,2,0,0,1,3,1,0,4,2,69,0,0
877007,Phungwe,405,127,0.7701553884,182,223,404,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0
877008,Bushbuckridge NU,1070,377,1587.5587616979,542,528,1005,4,11,43,6,17,33,10,0,33,204,120,2,2,115,14,483,15,21
877009,Mariepskop State Forest,4,4,76.6443449202,2,2,3,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
877010,Salique State Forest,40,23,46.4168489914,21,19,20,0,0,20,0,18,3,0,3,0,16,0,0,0,0,0,0,0,0
877011,GaBoelang,3696,853,4.3319524619,1714,1982,3688,0,0,1,7,2,2,4,0,16,3611,0,3,1,2,1,44,9,0
877012,Moloro,2053,511,2.9596930619,937,1116,2051,1,0,0,1,5,6,3,3,27,1989,1,4,0,1,7,7,0,0
877013,Maotole,3834,946,3.6565373039,1700,2134,3833,0,0,1,0,6,7,25,8,24,3721,0,9,2,3,1,29,0,0
877014,Welverdiend,7601,1749,6.1201004831,3374,4227,7594,1,2,0,3,4,40,2,10,11,427,534,4,2,2,3,6557,3,0
877015,Acornhoek,33529,8714,38.8865697427,15445,18084,33433,18,37,21,21,22,270,29,8,159,5609,2013,46,32,282,61,24556,171,269
877016,Mamelodi,3619,957,2.8142935965,1719,1900,3603,7,1,0,9,2,35,6,8,36,2177,123,14,39,29,3,1109,37,0
877017,Mapaleng A,2206,523,2.7149486152,1011,1196,2204,0,1,1,0,3,4,3,0,8,1981,50,5,2,6,1,142,1,0
877018,Pelindaba,1768,408,1.6472439505,809,959,1763,0,5,0,0,1,5,0,1,50,1541,38,16,8,2,4,99,4,0
877019,Khielang,1178,295,0.9716507847,520,658,1178,0,0,0,0,7,2,1,1,6,891,152,3,12,2,1,96,3,0
877020,Kgapamadi,5049,1164,3.9814848527,2309,2740,5044,1,3,1,0,11,98,28,7,57,3841,68,18,2,70,2,833,13,0
877021,Tsakani,8907,2404,9.6147293865,3986,4921,8889,2,2,2,12,7,66,13,15,79,5557,106,17,2,65,26,2938,17,0
877022,Xikhusese,13324,3318,19.5469694365,6048,7276,13292,4,13,3,11,17,109,11,6,19,605,442,5,13,129,18,11893,57,0
877023,Mapaleng B,836,210,1.0682909955,376,460,835,0,0,1,0,0,3,3,0,3,691,0,6,0,1,0,128,0,0
877024,Bolla-Tau,12703,2935,11.700773805,5667,7035,12692,0,6,0,5,7,17,21,73,70,11692,154,21,2,28,0,607,10,0
877025,Hlalakahle,992,217,0.690276295,460,532,989,0,1,1,1,0,6,0,0,4,4,245,0,11,2,0,716,3,0
877026,Islington,4560,1072,5.8222743374,2035,2525,4560,0,0,0,0,0,14,1,1,7,6,79,1,2,25,6,4416,2,0
877027,Burlington,4154,1094,4.1638506559,1872,2282,4149,1,4,0,0,5,16,2,0,13,499,456,0,7,16,7,3127,7,0
877028,Hlavekisa,2563,627,2.3847683228,1180,1383,2557,2,1,1,1,0,15,0,0,10,7,2,0,3,7,3,2515,1,0
877029,Clare A,2518,586,2.3707017031,1188,1330,2515,0,1,2,0,0,9,0,0,2,0,67,0,6,11,0,2416,8,0
877030,Rooiboklaagte A,1723,419,2.102139688,762,961,1719,1,3,0,0,0,3,1,1,0,266,134,2,2,6,1,1305,2,0
877031,Gottenburg,400,89,0.5964269263,176,223,400,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,393,1,0
877032,Thulani,1551,354,1.5402558844,699,853,1550,0,1,0,0,1,7,0,1,0,34,185,0,0,0,1,1316,7,0
877033,New Line,1843,467,2.7147409819,839,1004,1836,6,1,0,0,19,13,1,0,7,1000,700,3,11,24,7,56,0,0
877034,Motlamogatsane,2169,496,1.4802039282,988,1181,2164,6,0,0,0,1,0,2,0,24,1955,7,9,0,11,0,160,0,0
877035,Mokhololine,1569,385,2.6573488025,701,868,1566,1,0,1,0,0,2,0,1,9,1280,5,1,0,2,0,266,2,0
877036,Hluvukani,9631,2191,7.6712426369,4345,5286,9586,17,16,11,1,9,55,1,0,5,47,318,2,6,19,0,9051,25,93
877037,Clare C,804,221,0.9070295787,337,467,802,0,2,0,0,0,1,0,0,0,2,7,0,0,10,1,780,2,0
877038,Thorndale,514,126,0.7235981269,227,287,514,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,504,0,0
877039,Clare B,254,58,0.1202238846,109,144,252,1,0,0,0,0,2,0,0,0,0,4,0,0,2,0,245,0,0
877040,Seville C,480,114,0.2984055812,209,271,480,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,474,0,0
877041,Rooiboklaagte B,3650,919,3.6232975531,1678,1972,3636,4,1,8,0,11,20,2,2,18,483,765,9,7,40,7,2279,7,0
877042,Ga-Josepha,4329,1101,6.2569128246,1933,2397,4294,0,5,5,26,3,23,7,9,19,3416,58,17,3,58,6,670,39,0
877043,Graigieburn,1394,337,2.2964360601,596,798,1393,0,0,1,0,2,6,2,1,10,1323,0,5,0,0,0,43,2,0
877044,Setlhake,741,183,1.4800352263,355,387,740,0,1,0,0,0,1,0,1,1,717,0,0,0,5,0,8,0,8
877045,Seville A,588,130,0.4752042726,251,337,587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,586,2,0
877046,Eglington A,1457,347,1.9320463301,685,772,1457,0,0,0,0,1,1,0,0,2,8,29,2,0,1,0,1412,0,0
877047,Ludlow,5766,1598,7.0573454297,2540,3227,5757,1,7,0,1,3,27,0,1,2,335,485,3,11,26,5,4858,9,0
877048,Landela A,2743,645,2.8048975327,1174,1569,2739,0,2,2,0,9,11,0,0,0,0,42,2,0,10,0,2658,10,0
877049,Dingleydale B,1444,356,2.0503868472,623,821,1442,0,2,0,0,0,7,0,1,8,1104,162,1,1,7,0,150,2,0
877050,Hebron State Forest,13,13,35.4826423458,9,4,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
877051,Welgevonden State Forest,11,3,46.0126783813,6,5,11,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,3,0,0
877052,Onverwacht,3,3,31.5742379719,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
877053,Zoeknog B,1660,394,1.4601954349,715,945,1660,0,0,0,0,0,6,2,1,20,1590,16,1,2,15,0,6,0,0
877054,Eglington B,1054,243,1.4085377664,456,598,1054,0,0,0,0,0,2,0,0,2,15,153,0,0,8,0,871,2,0
